All Insites,Accident Date,Month,Year,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901HT20219,4/22/2021,April,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.516026,Daylight,Tower Hamlets,None,-0.069753,2,2,Metropolitan Police,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Car
200901HT20220,5/5/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.525745,Daylight,Tower Hamlets,None,-0.010955,1,2,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901HT20221,5/10/2021,May,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.509074,Daylight,Tower Hamlets,None,-0.068029,1,3,Metropolitan Police,Dry,Single carriageway,30,5:55,Urban,Fine no high winds,Car
200901HT20222,5/5/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.517329,Daylight,Tower Hamlets,None,-0.066959,1,2,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
200901HT20223,5/10/2021,May,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.51766,Darkness - lights lit,Tower Hamlets,None,-0.065215,1,2,Metropolitan Police,Dry,Single carriageway,30,1:20,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901HT20224,4/24/2021,April,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.52748,Daylight,Tower Hamlets,None,-0.023134,1,2,Metropolitan Police,Dry,Single carriageway,30,15:27,Urban,Fine no high winds,Car
200901HT20225,5/13/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.514557,Daylight,Tower Hamlets,None,-0.062464,1,1,Metropolitan Police,Dry,Single carriageway,20,13:23,Urban,Fine no high winds,Car
200901HT20228,5/5/2021,May,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.523417,Daylight,Tower Hamlets,None,-0.070738,1,2,Metropolitan Police,Dry,Single carriageway,30,12:33,Urban,Fine no high winds,Car
200901HT20229,5/14/2021,May,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.531395,Daylight,Tower Hamlets,None,-0.063768,1,2,Metropolitan Police,Dry,Single carriageway,30,16:25,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20230,5/14/2021,May,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.512923,Daylight,Tower Hamlets,None,-0.061525,1,1,Metropolitan Police,Dry,Single carriageway,30,15:34,Urban,Fine no high winds,Car
200901HT20231,5/6/2021,May,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.530134,Daylight,Tower Hamlets,None,-0.015233,1,2,Metropolitan Police,Dry,Dual carriageway,40,8:15,Urban,Fine no high winds,Car
200901HT20232,5/12/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.514396,Daylight,Tower Hamlets,None,-0.058147,1,2,Metropolitan Police,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901HT20233,5/18/2021,May,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.515483,Daylight,Tower Hamlets,None,-0.0532,2,2,Metropolitan Police,Dry,Single carriageway,30,18:18,Urban,Fine no high winds,Car
200901HT20234,1/18/2021,January,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.511103,Darkness - lights lit,Tower Hamlets,None,-0.011881,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,1:00,Urban,Raining no high winds,Bus or coach (17 or more pass seats)
200901HT20235,5/11/2021,May,2021,Monday,Auto traffic signal,Crossroads,Slight,51.518489,Daylight,Tower Hamlets,None,-0.023235,3,2,Metropolitan Police,Dry,Single carriageway,30,17:03,Urban,Fine no high winds,Car
200901HT20236,5/5/2021,May,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510689,Darkness - lights lit,Tower Hamlets,None,-0.040723,1,1,Metropolitan Police,Dry,Dual carriageway,30,2:10,Urban,Fine no high winds,Car
200901HT20237,5/6/2021,May,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.530416,Daylight,Tower Hamlets,None,-0.015942,1,2,Metropolitan Police,Dry,Dual carriageway,40,8:15,Urban,Fine no high winds,Car
200901HT20238,5/13/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.514495,Daylight,Tower Hamlets,None,-0.058719,2,1,Metropolitan Police,Dry,Single carriageway,30,17:43,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901HT20239,5/15/2021,May,2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.516148,Daylight,Tower Hamlets,None,-0.055334,1,2,Metropolitan Police,Dry,Single carriageway,30,19:05,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901HT20242,5/14/2021,May,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.496401,Daylight,Tower Hamlets,None,-0.009351,1,2,Metropolitan Police,Dry,Single carriageway,30,9:40,Urban,Fine no high winds,Car
200901HT20243,5/12/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.513076,Daylight,Tower Hamlets,None,-0.043647,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
200901HT20244,5/10/2021,May,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518779,Daylight,Tower Hamlets,None,-0.040519,1,1,Metropolitan Police,Dry,Single carriageway,20,19:22,Urban,Fine no high winds,Car
200901HT20245,4/29/2021,April,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.515256,Daylight,Tower Hamlets,None,-0.072091,1,1,Metropolitan Police,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
200901HT20246,4/24/2021,April,2021,Friday,Auto traffic signal,Crossroads,Slight,51.526375,Darkness - lights lit,Tower Hamlets,None,-0.064702,1,2,Metropolitan Police,Dry,Single carriageway,30,22:45,Urban,Fine no high winds,Car
200901HT20247,5/8/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.49623,Daylight,Tower Hamlets,None,-0.025783,3,4,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Other vehicle
200901HT20248,5/3/2021,May,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.526465,Daylight,Tower Hamlets,None,-0.064698,1,2,Metropolitan Police,Dry,Single carriageway,30,12:10,Urban,Fine no high winds,Car
200901HT20249,5/20/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.52126,Daylight,Tower Hamlets,None,-0.049062,1,2,Metropolitan Police,Dry,Single carriageway,30,16:33,Urban,Fine no high winds,Car
200901HT20250,5/15/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.509305,Darkness - lights lit,Tower Hamlets,None,-0.060237,1,2,Metropolitan Police,Dry,Single carriageway,30,22:42,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901HT20251,5/16/2021,May,2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.521831,Daylight,Tower Hamlets,None,-0.045578,1,2,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
200901HT20252,3/31/2021,March,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.511637,Darkness - lights lit,Tower Hamlets,None,-0.027567,1,2,Metropolitan Police,Dry,Single carriageway,30,20:50,Urban,Fine no high winds,Car
200901HT20253,5/14/2021,May,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.533938,Darkness - lights lit,Tower Hamlets,None,-0.022133,1,2,Metropolitan Police,Dry,Single carriageway,30,21:30,Urban,Fine no high winds,Taxi/Private hire car
200901HT20254,5/18/2021,May,2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.52489,Daylight,Tower Hamlets,None,-0.034923,1,2,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Motorcycle 125cc and under
200901HT20255,5/20/2021,May,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.517163,Daylight,Tower Hamlets,None,-0.029923,1,1,Metropolitan Police,Dry,Single carriageway,30,16:55,Urban,Fine no high winds,Car
200901HT20256,5/20/2021,May,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.49623,Daylight,Tower Hamlets,None,-0.025783,1,2,Metropolitan Police,Dry,Single carriageway,30,18:20,Urban,Fine no high winds,Car
200901HT20259,5/24/2021,May,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518848,Darkness - lights lit,Tower Hamlets,None,-0.071795,1,1,Metropolitan Police,Dry,Single carriageway,30,22:15,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20260,5/19/2021,May,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.508894,Daylight,Tower Hamlets,None,-0.073513,1,1,Metropolitan Police,Dry,Single carriageway,30,15:10,Urban,Fine no high winds,Car
200901HT20261,5/8/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.514995,Daylight,Tower Hamlets,None,-0.072679,1,2,Metropolitan Police,Wet or damp,One way street,30,9:50,Urban,Raining no high winds,Car
200901HT20263,3/2/2021,March,2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.52781,Daylight,Tower Hamlets,None,-0.021389,1,1,Metropolitan Police,Dry,Single carriageway,30,9:41,Urban,Fine no high winds,Car
200901HT20264,5/22/2021,May,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507532,Daylight,Tower Hamlets,None,-0.008146,1,2,Metropolitan Police,Dry,Dual carriageway,40,18:00,Urban,Fine no high winds,Car
200901HT20265,5/22/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.529134,Daylight,Tower Hamlets,None,-0.046707,1,1,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Car
200901HT20266,5/23/2021,May,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.526462,Darkness - lights lit,Tower Hamlets,None,-0.010779,1,1,Metropolitan Police,Dry,Single carriageway,30,21:50,Urban,Fine no high winds,Car
200901HT20268,5/22/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.514164,Daylight,Tower Hamlets,None,-0.054986,1,2,Metropolitan Police,Dry,Single carriageway,30,8:58,Urban,Fine no high winds,Car
200901HT20270,5/26/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.526843,Daylight,Tower Hamlets,None,-0.060357,1,3,Metropolitan Police,Dry,Single carriageway,30,14:00,Urban,Fine no high winds,Car
200901HT20271,6/1/2021,June,2021,Monday,Give way or uncontrolled,Crossroads,Serious,51.52598,Daylight,Tower Hamlets,None,-0.068034,1,2,Metropolitan Police,Dry,Single carriageway,30,13:55,Urban,Fine no high winds,Car
200901HT20273,6/4/2021,June,2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.517029,Daylight,Tower Hamlets,None,-0.070575,1,1,Metropolitan Police,Dry,Single carriageway,30,20:20,Urban,Fine no high winds,Car
200901HT20274,5/30/2021,May,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521277,Daylight,Tower Hamlets,None,-0.071837,1,1,Metropolitan Police,Dry,One way street,30,20:30,Urban,Fine no high winds,Car
200901HT20275,5/27/2021,May,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.508628,Daylight,Tower Hamlets,None,-0.009107,1,2,Metropolitan Police,Dry,Single carriageway,30,12:28,Urban,Fine no high winds,Motorcycle 50cc and under
200901HT20276,5/29/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.516636,Darkness - lights lit,Tower Hamlets,None,-0.068574,1,1,Metropolitan Police,Dry,Single carriageway,30,3:28,Urban,Fine no high winds,Car
200901HT20277,5/28/2021,May,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.496314,Daylight,Tower Hamlets,None,-0.009499,1,2,Metropolitan Police,Dry,Single carriageway,30,10:55,Urban,Fine no high winds,Car
200901HT20278,5/29/2021,May,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513939,Daylight,Tower Hamlets,None,-0.036115,1,2,Metropolitan Police,Dry,Single carriageway,30,20:35,Urban,Fine no high winds,Car
200901HT20279,5/28/2021,May,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.514638,Daylight,Tower Hamlets,None,-0.061884,1,2,Metropolitan Police,Dry,Single carriageway,30,7:50,Urban,Fine no high winds,Car
200901HT20280,5/25/2021,May,2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509333,Daylight,Tower Hamlets,None,-0.003023,1,2,Metropolitan Police,Dry,Dual carriageway,40,21:00,Urban,Fine no high winds,Car
200901HT20281,5/26/2021,May,2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.527159,Daylight,Tower Hamlets,None,-0.057748,1,2,Metropolitan Police,Dry,Single carriageway,30,11:45,Urban,Fine no high winds,Motorcycle 50cc and under
200901HT20282,5/30/2021,May,2021,Saturday,Give way or uncontrolled,Private drive or entrance,Slight,51.514694,Daylight,Tower Hamlets,None,-0.059864,1,2,Metropolitan Police,Dry,Single carriageway,30,18:05,Urban,Fine no high winds,Car
200901HT20283,5/31/2021,May,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.509083,Daylight,Tower Hamlets,None,-0.074081,1,2,Metropolitan Police,Dry,Single carriageway,30,9:15,Urban,Fine no high winds,Car
200901HT20284,6/10/2021,June,2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.510931,Daylight,Tower Hamlets,Other object on road,-0.017653,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,11:50,Urban,Raining no high winds,Car
200901HT20286,5/24/2021,May,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.515939,Daylight,Tower Hamlets,None,-0.0699,1,1,Metropolitan Police,Dry,Single carriageway,30,9:25,Urban,Fine no high winds,Car
200901HT20288,6/7/2021,June,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506626,Daylight,Tower Hamlets,None,-0.007753,1,2,Metropolitan Police,Dry,Single carriageway,30,10:30,Urban,Fine no high winds,Car
200901HT20290,6/6/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.516617,Daylight,Tower Hamlets,None,-0.045657,1,2,Metropolitan Police,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Car
200901HT20291,6/11/2021,June,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50852,Daylight,Tower Hamlets,None,-0.072664,2,1,Metropolitan Police,Dry,Single carriageway,30,8:45,Urban,Fine no high winds,Car
200901HT20292,6/10/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.522818,Daylight,Tower Hamlets,None,-0.040058,1,2,Metropolitan Police,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20293,6/4/2021,June,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.510001,Daylight,Tower Hamlets,None,-0.021152,1,2,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,Car
200901HT20294,6/6/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.51104,Daylight,Tower Hamlets,None,-0.013469,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,5:40,Urban,Raining no high winds,Car
200901HT20295,6/8/2021,June,2021,Monday,Auto traffic signal,Crossroads,Serious,51.521634,Daylight,Tower Hamlets,None,-0.033766,2,1,Metropolitan Police,Dry,Single carriageway,30,19:30,Urban,Fine no high winds,Car
200901HT20296,5/28/2021,May,2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.53132,Daylight,Tower Hamlets,None,-0.064636,1,2,Metropolitan Police,Dry,Single carriageway,30,19:30,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20297,6/8/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.526531,Daylight,Tower Hamlets,None,-0.063253,1,2,Metropolitan Police,Dry,Single carriageway,30,20:21,Urban,Fine no high winds,Car
200901HT20298,6/7/2021,June,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.511426,Darkness - lights lit,Tower Hamlets,None,-0.025703,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,22:20,Urban,Raining no high winds,Car
200901HT20299,6/7/2021,June,2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.498937,Daylight,Tower Hamlets,None,-0.010393,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,11:30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901HT20300,6/7/2021,June,2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.512397,Daylight,Tower Hamlets,None,-0.035317,2,2,Metropolitan Police,Dry,Single carriageway,30,13:53,Urban,Fine no high winds,Car
200901HT20301,6/10/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.525199,Daylight,Tower Hamlets,None,-0.01588,2,2,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
200901HT20302,6/10/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.511045,Daylight,Tower Hamlets,None,-0.056704,2,1,Metropolitan Police,Dry,Single carriageway,30,7:53,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20303,6/6/2021,June,2021,Saturday,Give way or uncontrolled,Roundabout,Slight,51.532914,Daylight,Tower Hamlets,None,-0.041499,1,1,Metropolitan Police,Wet or damp,Roundabout,30,9:20,Urban,Raining no high winds,Car
200901HT20304,6/7/2021,June,2021,Sunday,Auto traffic signal,Crossroads,Slight,51.525833,Daylight,Tower Hamlets,None,-0.06458,1,2,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Car
200901HT20306,6/8/2021,June,2021,Monday,Give way or uncontrolled,Roundabout,Slight,51.529963,Daylight,Tower Hamlets,None,-0.053304,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,20:05,Urban,Fine no high winds,Car
200901HT20307,6/11/2021,June,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495236,Daylight,Tower Hamlets,None,-0.014877,1,2,Metropolitan Police,Dry,Single carriageway,30,12:43,Urban,Fine no high winds,Car
200901HT20311,6/6/2021,June,2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.512699,Darkness - lights lit,Tower Hamlets,None,6.00E-06,1,2,Metropolitan Police,Dry,Dual carriageway,30,23:20,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20312,6/22/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.523833,Daylight,Tower Hamlets,None,-0.07418,1,2,Metropolitan Police,Dry,Single carriageway,30,22:05,Urban,Fine no high winds,Car
200901HT20313,6/15/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.514268,Darkness - lights lit,Tower Hamlets,None,-0.055847,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,23:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20314,6/20/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.509305,Daylight,Tower Hamlets,None,-0.065713,1,2,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20316,6/20/2021,June,2021,Saturday,Auto traffic signal,Crossroads,Serious,51.530646,Daylight,Tower Hamlets,None,-0.040298,1,1,Metropolitan Police,Dry,Single carriageway,30,15:50,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20317,6/8/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.514905,Daylight,Tower Hamlets,None,-0.067206,1,2,Metropolitan Police,Dry,Single carriageway,30,12:10,Urban,Fine no high winds,Car
200901HT20318,6/23/2021,June,2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.535747,Daylight,Tower Hamlets,None,-0.028111,1,2,Metropolitan Police,Dry,Single carriageway,30,15:52,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20319,6/15/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.512375,Daylight,Tower Hamlets,None,-0.034021,1,1,Metropolitan Police,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Car
200901HT20320,6/21/2021,June,2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.51374,Darkness - lights lit,Tower Hamlets,None,-0.008307,1,1,Metropolitan Police,Dry,Dual carriageway,40,1:06,Urban,Fine no high winds,Car
200901HT20321,6/20/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.509392,Darkness - lights lit,Tower Hamlets,None,-0.060089,1,1,Metropolitan Police,Dry,Single carriageway,30,3:52,Urban,Fine no high winds,Car
200901HT20322,6/10/2021,June,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.512787,Daylight,Tower Hamlets,None,0.000154,2,2,Metropolitan Police,Wet or damp,Dual carriageway,30,9:05,Urban,Raining no high winds,Car
200901HT20323,6/12/2021,June,2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.526689,Darkness - lights lit,Tower Hamlets,None,-0.061949,2,1,Metropolitan Police,Dry,Single carriageway,30,1:35,Urban,Fine no high winds,Car
200901HT20324,6/20/2021,June,2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.527224,Darkness - lights lit,Tower Hamlets,None,-0.050825,1,1,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
200901HT20325,6/17/2021,June,2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508945,Daylight,Tower Hamlets,None,-0.006643,1,2,Metropolitan Police,Dry,Single carriageway,30,9:31,Urban,Fine no high winds,Car
200901HT20326,6/19/2021,June,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.527293,Darkness - lights lit,Tower Hamlets,None,-0.055003,1,2,Metropolitan Police,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,Car
200901HT20327,6/11/2021,June,2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.518344,Daylight,Tower Hamlets,None,-0.063024,1,2,Metropolitan Police,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20328,6/17/2021,June,2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.526404,Daylight,Tower Hamlets,None,-0.028659,1,1,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901HT20329,6/20/2021,June,2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.526812,Daylight,Tower Hamlets,None,-0.02619,1,2,Metropolitan Police,Dry,Single carriageway,30,20:18,Urban,Fine no high winds,Car
200901HT20330,6/29/2021,June,2021,Monday,Give way or uncontrolled,Crossroads,Serious,51.486937,Daylight,Tower Hamlets,None,-0.013365,1,1,Metropolitan Police,Dry,Single carriageway,30,16:09,Urban,Fine no high winds,Car
200901HT20331,6/4/2021,June,2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518923,Daylight,Tower Hamlets,None,-0.059973,1,1,Metropolitan Police,Dry,Dual carriageway,30,10:50,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901HT20332,6/30/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.524003,Daylight,Tower Hamlets,None,-0.073596,1,2,Metropolitan Police,Dry,Single carriageway,30,9:15,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901HT20334,6/10/2021,June,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.508993,Daylight,Tower Hamlets,None,-0.074085,2,3,Metropolitan Police,Dry,Single carriageway,30,14:16,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20335,6/26/2021,June,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.520914,Daylight,Tower Hamlets,None,-0.049942,1,1,Metropolitan Police,Dry,Single carriageway,30,14:10,Urban,Fine no high winds,Car
200901HT20336,6/30/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.533591,Daylight,Tower Hamlets,None,-0.028204,1,1,Metropolitan Police,Dry,Single carriageway,30,17:05,Urban,Fine no high winds,Car
200901HT20337,6/16/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494937,Daylight,Tower Hamlets,None,-0.013161,1,1,Metropolitan Police,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
200901HT20338,6/22/2021,June,2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.510909,Daylight,Tower Hamlets,None,-0.053972,1,2,Metropolitan Police,Dry,Single carriageway,30,5:15,Urban,Fine no high winds,Car
200901HT20340,6/16/2021,June,2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.507365,Darkness - lights lit,Tower Hamlets,None,-0.008873,1,2,Metropolitan Police,Dry,Dual carriageway,30,20:40,Urban,Fine no high winds,Car
200901HT20341,6/24/2021,June,2021,Wednesday,Give way or uncontrolled,Slip road,Slight,51.508033,Daylight,Tower Hamlets,None,-0.027146,1,2,Metropolitan Police,Dry,Dual carriageway,30,8:30,Urban,Fine no high winds,Car
200901HT20342,6/24/2021,June,2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.518401,Daylight,Tower Hamlets,None,-0.023383,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car
200901HT20343,7/2/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.517095,Daylight,Tower Hamlets,None,-0.063654,1,1,Metropolitan Police,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,Motorcycle over 500cc
200901HT20344,6/26/2021,June,2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.509583,Daylight,Tower Hamlets,None,-0.055326,1,1,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,Car
200901HT20345,7/2/2021,July,2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.527648,Daylight,Tower Hamlets,None,-0.022406,1,2,Metropolitan Police,Dry,Single carriageway,30,11:13,Urban,Fine no high winds,Car
200901HT20346,6/16/2021,June,2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.519847,Daylight,Tower Hamlets,None,-0.056041,1,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
200901HT20347,7/2/2021,July,2021,Thursday,Auto traffic signal,Crossroads,Slight,51.524888,Daylight,Tower Hamlets,None,-0.034779,1,2,Metropolitan Police,Dry,Dual carriageway,30,20:22,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901HT20348,7/3/2021,July,2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.523773,Daylight,Tower Hamlets,None,-0.037999,1,1,Metropolitan Police,Dry,Single carriageway,30,18:14,Urban,Fine no high winds,Car
200901HT20349,5/2/2021,May,2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.517187,Daylight,Tower Hamlets,None,-0.031363,1,1,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
200901HT20351,6/24/2021,June,2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.51716,Daylight,Tower Hamlets,None,-0.029779,1,1,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
